,tconst,ordering,nconst,category,job,characters
16178821,tt1272886,2,nm0001780,actor,\N,"[""Mr. Olivetti""]"
16178822,tt1272886,3,nm0001001,actor,\N,"[""Mr. Allspice""]"
16178833,tt1272886,4,nm1017334,actress,\N,"[""Simone""]"
16178834,tt1272886,5,nm0959774,director,\N,\N
16178843,tt1272886,6,nm2411346,writer,novel,\N
16178844,tt1272886,7,nm0975187,producer,producer,\N
16178853,tt1272886,8,nm0676301,producer,producer,\N
16178854,tt1272886,9,nm0787420,producer,producer,\N
16526884,tt1285309,10,nm2943572,composer,\N,\N
16526885,tt1285309,1,nm0000193,actress,\N,"[""Kate Jones""]"
16526890,tt1285309,2,nm0000141,actor,\N,"[""Steve Jones""]"
16526891,tt1285309,3,nm1720028,actress,\N,"[""Jenn Jones""]"
16526894,tt1285309,4,nm2618951,actor,\N,"[""Mick Jones""]"
16526895,tt1285309,5,nm0097517,director,\N,\N
16526900,tt1285309,6,nm0227870,writer,story by,\N
16526901,tt1285309,7,nm0542551,producer,producer,\N
16526906,tt1285309,8,nm1051748,producer,producer,\N
16526907,tt1285309,9,nm0954034,producer,producer,\N
16611413,tt12882620,10,nm1097837,composer,\N,\N
16611414,tt12882620,1,nm0002004,actress,\N,"[""Usha""]"
16611415,tt12882620,2,nm4576371,actress,\N,"[""Pallavi""]"
16611416,tt12882620,3,nm0924502,actor,\N,"[""Krishnan""]"
16611417,tt12882620,4,nm5394949,actor,\N,"[""Sandeep""]"
16611418,tt12882620,5,nm1918802,director,\N,\N
16611419,tt12882620,6,nm1472423,director,\N,\N
16611420,tt12882620,7,nm7945190,writer,based on the Audible original written by,\N
16611421,tt12882620,8,nm6808560,producer,producer,\N
16611422,tt12882620,9,nm0914020,producer,producer,\N
19589087,tt1407084,10,nm0276059,producer,producer,\N
19589088,tt1407084,1,nm2003700,actor,\N,"[""White Mike""]"
19589090,tt1407084,2,nm0731075,actress,\N,"[""Molly""]"
19589091,tt1407084,3,nm0191412,actor,\N,"[""Chris""]"
19589093,tt1407084,4,nm3464684,actor,\N,"[""Hunter""]"
19589094,tt1407084,5,nm0001708,director,\N,\N
19589096,tt1407084,6,nm0577332,writer,screenplay,\N
19589097,tt1407084,7,nm3393347,writer,novel,\N
19589099,tt1407084,8,nm1231965,producer,producer,\N
19589100,tt1407084,9,nm0241489,producer,producer,\N
19741620,tt1412386,10,nm0002353,composer,\N,\N
19741621,tt1412386,1,nm0001132,actress,\N,"[""Evelyn Greenslade""]"
19741622,tt1412386,2,nm0631490,actor,\N,"[""Douglas Ainslie""]"
19741623,tt1412386,3,nm0001749,actress,\N,"[""Muriel Donnelly""]"
19741627,tt1412386,4,nm0929489,actor,\N,"[""Graham Dashwood""]"
19741628,tt1412386,5,nm0006960,director,\N,\N
19741639,tt1412386,6,nm0662530,writer,screenplay,\N
19741640,tt1412386,7,nm0595738,writer,"novel ""These Foolish Things""",\N
19741643,tt1412386,8,nm0110357,producer,producer,\N
19741644,tt1412386,9,nm0194446,producer,producer,\N
21928096,tt1483324,10,nm0255440,editor,\N,\N
21928097,tt1483324,1,nm0000412,actor,\N,"[""George Hartman""]"
21928106,tt1483324,2,nm0267812,actress,\N,"[""Edith Martin""]"
21928107,tt1483324,3,nm3920288,actress,\N,"[""Audrey Martin""]"
21928109,tt1483324,4,nm4901642,actor,\N,"[""Conrad Hartman""]"
21928110,tt1483324,5,nm2666268,director,\N,\N
21928112,tt1483324,6,nm2773757,writer,written by,\N
21928113,tt1483324,7,nm0508904,producer,producer,\N
21928115,tt1483324,8,nm0762094,composer,\N,\N
21928116,tt1483324,9,nm0434400,cinematographer,director of photography,\N
24818426,tt1592873,10,nm0787834,producer,producer,\N
24818427,tt1592873,1,nm1415323,actress,\N,"[""Lola""]"
24818428,tt1592873,2,nm3150488,actor,\N,"[""Kyle""]"
24818429,tt1592873,3,nm2230865,actress,\N,"[""Ashley""]"
24818430,tt1592873,4,nm0000193,actress,\N,"[""Anne""]"
24818431,tt1592873,5,nm0018132,director,\N,\N
24818433,tt1592873,6,nm4351467,writer,screenplay,\N
24818434,tt1592873,7,nm3610886,writer,"film ""LOL [Laughing Out Loud]庐""",\N
24818435,tt1592873,8,nm1148321,producer,producer,\N
24818436,tt1592873,9,nm1751920,producer,producer,\N
24862491,tt1596786,10,nm8459001,self,\N,"[""Self""]"
24862492,tt1596786,1,nm3797453,self,\N,"[""Self"",""Self - Presenter""]"
24862493,tt1596786,2,nm3847199,self,\N,"[""Self""]"
24862494,tt1596786,3,nm3795153,self,\N,"[""Self"",""Self - Presenter""]"
24862495,tt1596786,4,nm8362811,self,\N,"[""Self""]"
24862496,tt1596786,5,nm6255082,self,\N,"[""Self""]"
24862497,tt1596786,6,nm6176143,self,\N,"[""Self""]"
24862498,tt1596786,7,nm8380675,self,\N,"[""Self""]"
24862499,tt1596786,8,nm10343751,self,\N,"[""Self""]"
24862500,tt1596786,9,nm5133355,self,\N,"[""Self""]"
25944329,tt1656177,10,nm0002502,editor,\N,\N
25944330,tt1656177,1,nm4608165,actor,\N,"[""Daniel L茅ger""]"
25944331,tt1656177,2,nm0001326,actor,\N,"[""Victor Malarek""]"
25944332,tt1656177,3,nm0565569,actor,\N,"[""Sergeant Frank Cooper""]"
25944333,tt1656177,4,nm0300712,actor,\N,"[""Glen Picker""]"
25944334,tt1656177,5,nm1637832,director,\N,\N
25944335,tt1656177,6,nm3278504,producer,producer,\N
25944336,tt1656177,7,nm0745689,producer,producer,\N
25944337,tt1656177,8,nm2270911,composer,\N,\N
25944338,tt1656177,9,nm0686656,cinematographer,\N,\N
26612561,tt1709143,10,nm2068037,composer,\N,\N
26612562,tt1709143,1,nm0000630,actor,\N,"[""Vincent Campbell""]"
26612563,tt1709143,2,nm0000480,actor,\N,"[""Charles Brunel""]"
26612564,tt1709143,3,nm0304801,actress,\N,"[""Rebecca Lane""]"
26612565,tt1709143,4,nm0931404,actress,\N,"[""Kim Aldrich""]"
26612566,tt1709143,5,nm1099711,director,\N,\N
26612567,tt1709143,6,nm3773893,writer,short story,\N
26612568,tt1709143,7,nm0206092,writer,screenplay,\N
26612569,tt1709143,8,nm1095938,producer,producer,\N
26612570,tt1709143,9,nm0474138,producer,producer,\N
27117737,tt1764625,10,nm0484475,writer,screenplay,\N
27117738,tt1764625,1,nm1504627,actor,\N,"[""Tadeo Jones""]"
27117739,tt1764625,2,nm1043338,actress,\N,"[""Sara Lavrof""]"
27117740,tt1764625,3,nm1239566,actor,\N,"[""Freddy""]"
27117741,tt1764625,4,nm0179069,actor,\N,"[""Freddy""]"
27117742,tt1764625,5,nm1955897,director,\N,\N
27117747,tt1764625,6,nm0529787,writer,screenplay,\N
27117748,tt1764625,7,nm1729366,writer,screenplay,\N
27117749,tt1764625,8,nm0602508,writer,screenplay,\N
27117750,tt1764625,9,nm0309027,writer,screenplay,\N
27873577,tt1833116,10,nm2222628,producer,producer,\N
27873578,tt1833116,1,nm1172478,actor,\N,"[""Pete Koslow""]"
27873589,tt1833116,2,nm0683253,actress,\N,"[""Wilcox""]"
27873590,tt1833116,3,nm0996669,actor,\N,"[""Grens""]"
27873601,tt1833116,4,nm3079991,actor,\N,"[""Stazek""]"
27873602,tt1833116,5,nm0224331,director,\N,\N
27873603,tt1833116,6,nm3208946,writer,screenplay by,\N
27873604,tt1833116,7,nm0423626,writer,screenplay by,\N
27873606,tt1833116,8,nm1892927,writer,"based on the novel ""Three Seconds"" by",\N
27873607,tt1833116,9,nm3553816,writer,"based on the novel ""Three Seconds"" by",\N
27983984,tt1837562,10,nm1232266,composer,\N,\N
27983985,tt1837562,1,nm0300589,actress,\N,"[""Elizabeth""]"
27983986,tt1837562,2,nm2525790,actress,\N,"[""Margaret""]"
27983987,tt1837562,3,nm0001833,actress,\N,"[""Queen""]"
27983996,tt1837562,4,nm0000391,actor,\N,"[""King""]"
27983997,tt1837562,5,nm0418982,director,\N,\N
27984008,tt1837562,6,nm2198611,writer,writer,\N
27984009,tt1837562,7,nm0393495,writer,writer,\N
27984013,tt1837562,8,nm0077127,producer,producer,\N
27984014,tt1837562,9,nm0706002,producer,producer,\N
28083751,tt1846442,10,nm0527668,composer,\N,\N
28083752,tt1846442,1,nm3111874,actress,\N,"[""Miyoko""]"
28083753,tt1846442,2,nm0576586,actor,\N,"[""Ad Man""]"
28083754,tt1846442,3,nm0005442,actress,\N,"[""Kate Stanton""]"
28083755,tt1846442,4,nm0245473,actress,\N,"[""Milk Maid Salesgirl""]"
28083756,tt1846442,5,nm0371348,director,\N,\N
28083757,tt1846442,6,nm0578850,writer,teleplay by,\N
28083758,tt1846442,7,nm0115114,writer,teleplay by,\N
28083759,tt1846442,8,nm4671079,writer,story by,\N
28083760,tt1846442,9,nm0628255,producer,producer,\N
28443254,tt1883180,10,nm0095983,cinematographer,\N,\N
28443255,tt1883180,1,nm3300074,actor,\N,"[""Jonathan""]"
28443256,tt1883180,2,nm4844938,actor,\N,"[""Sam""]"
28443257,tt1883180,3,nm6918863,actor,\N,"[""King Karl XII""]"
28443258,tt1883180,4,nm2620303,actress,\N,"[""Flamenco Teacher""]"
28443259,tt1883180,5,nm0027815,director,\N,\N
28443260,tt1883180,6,nm0090350,producer,producer,\N
28443261,tt1883180,7,nm1119558,producer,producer,\N
28443262,tt1883180,8,nm7071849,composer,\N,\N
28443263,tt1883180,9,nm5048244,composer,\N,\N
28872215,tt1929308,10,nm3737483,composer,\N,\N
28872216,tt1929308,1,nm0148418,actor,\N,"[""Brink""]"
28872217,tt1929308,2,nm1017334,actress,\N,"[""Alicia""]"
28872218,tt1929308,3,nm0115161,actress,\N,"[""Sara""]"
28872219,tt1929308,4,nm1503432,actress,\N,"[""B谩rbara""]"
28872220,tt1929308,5,nm2928364,director,\N,\N
28872221,tt1929308,6,nm1556829,producer,producer,\N
28872222,tt1929308,7,nm0868872,producer,producer,\N
28872223,tt1929308,8,nm0882927,producer,producer,\N
28872224,tt1929308,9,nm0925234,producer,producer,\N
29355914,tt1974419,10,nm0544947,producer,producer,\N
29355915,tt1974419,1,nm1102577,actress,\N,"[""Jesse""]"
29355916,tt1974419,2,nm0376716,actress,\N,"[""Roberta Hoffmann""]"
29355917,tt1974419,3,nm0000206,actor,\N,"[""Hank""]"
29355918,tt1974419,4,nm3194762,actor,\N,"[""Dean""]"
29355919,tt1974419,5,nm0716347,director,\N,\N
29355920,tt1974419,6,nm6890017,writer,screenplay by,\N
29355921,tt1974419,7,nm6031291,writer,screenplay by,\N
29355922,tt1974419,8,nm1178284,producer,producer,\N
29355923,tt1974419,9,nm0241489,producer,producer,\N
29426418,tt1979918,10,nm3095562,actress,\N,"[""Tiger""]"
29426419,tt1979918,1,nm3231931,actor,\N,"[""Sinbad""]"
29426420,tt1979918,2,nm3744128,actress,\N,"[""Rina""]"
29426421,tt1979918,3,nm1259002,actor,\N,"[""Gunnar""]"
29426422,tt1979918,4,nm0633762,actor,\N,"[""Cook""]"
29426423,tt1979918,5,nm0503059,actor,\N,"[""Anwar""]"
29426430,tt1979918,6,nm0103699,actress,\N,"[""Taryn""]"
29426431,tt1979918,7,nm4178180,actress,\N,"[""Nala""]"
29426432,tt1979918,8,nm0004710,actor,\N,"[""Lord Akbari"",""Akbari""]"
29426433,tt1979918,9,nm3711953,actor,\N,"[""Tazeem""]"
30697906,tt2106550,10,nm10407071,producer,producer,\N
30697907,tt2106550,1,nm0241121,actor,\N,"[""Mo茂se""]"
30697908,tt2106550,2,nm0208426,actress,\N,"[""Alice""]"
30697909,tt2106550,3,nm0000619,actor,\N,"[""Ivan Rostovsky""]"
30697910,tt2106550,4,nm0220183,actress,\N,"[""Sandra""]"
30697911,tt2106550,5,nm0733886,director,\N,\N
30697912,tt2106550,6,nm1345806,producer,producer,\N
30697913,tt2106550,7,nm2017060,producer,producer,\N
30697914,tt2106550,8,nm2005949,producer,producer,\N
30697915,tt2106550,9,nm9658994,producer,producer,\N
30991982,tt2165735,10,nm0416203,composer,\N,\N
30991983,tt2165735,1,nm0465503,actor,\N,"[""Timmy Choi""]"
30991984,tt2165735,2,nm0838944,actor,\N,"[""Captain Zhang""]"
30991985,tt2165735,3,nm0399062,actress,\N,"[""Yang Xiaobei""]"
30991986,tt2165735,4,nm2091041,actress,\N,"[""Sal""]"
30991987,tt2165735,5,nm0864775,director,\N,\N
30991988,tt2165735,6,nm0906413,writer,screenplay,\N
30991989,tt2165735,7,nm0946883,writer,screenplay,\N
30991990,tt2165735,8,nm4661537,writer,screenplay,\N
30991991,tt2165735,9,nm5470609,writer,screenplay,\N
31668023,tt2308260,10,nm0839331,producer,producer,\N
31668024,tt2308260,1,nm0000380,actor,\N,"[""Red""]"
31668025,tt2308260,2,nm3528539,actor,\N,"[""Gally""]"
31668026,tt2308260,3,nm0148382,actress,\N,"[""Patty Wafers""]"
31668027,tt2308260,4,nm0869088,actor,\N,"[""Panam谩""]"
31668028,tt2308260,5,nm0032795,director,\N,\N
31668029,tt2308260,6,nm0937074,writer,writer,\N
31668030,tt2308260,7,nm6778088,producer,producer,\N
31668031,tt2308260,8,nm0137548,producer,producer,\N
31668032,tt2308260,9,nm1367723,producer,producer,\N
31741769,tt2323964,10,nm2730141,producer,producer,\N
31741770,tt2323964,1,nm4669841,actor,\N,"[""Sameer Khullar""]"
31741771,tt2323964,2,nm5599013,actress,\N,"[""Jasleen"",""Jazzleen""]"
31741772,tt2323964,3,nm0438632,actor,\N,"[""Tej Khullar""]"
31741773,tt2323964,4,nm4726664,actor,\N,"[""Gattu""]"
31741774,tt2323964,5,nm4355606,director,\N,\N
31741775,tt2323964,6,nm4202937,writer,screenplay,\N
31741776,tt2323964,7,nm3002771,writer,dialogue,\N
31741777,tt2323964,8,nm4082640,writer,screenplay,\N
31741778,tt2323964,9,nm0159147,producer,producer,\N
31812875,tt2338424,10,nm5740235,composer,\N,\N
31812876,tt2338424,1,nm0356017,actress,\N,"[""Hannah""]"
31812877,tt2338424,2,nm0837177,actor,\N,"[""Andrew McDonnell""]"
31812878,tt2338424,3,nm0001100,actress,\N,"[""Linda""]"
31812879,tt2338424,4,nm0542133,actor,\N,"[""Curtis""]"
31812880,tt2338424,5,nm0582950,director,\N,\N
31812881,tt2338424,6,nm1597917,writer,\N,\N
31812882,tt2338424,7,nm0317943,producer,producer,\N
31812883,tt2338424,8,nm0353929,producer,producer,\N
31812884,tt2338424,9,nm3250262,producer,producer,\N
32067282,tt2391224,10,nm4087144,actor,\N,"[""Arthur""]"
32067283,tt2391224,1,nm4092740,actress,\N,"[""Denise"",""Denise Lovett""]"
32067284,tt2391224,2,nm2047170,actor,\N,"[""Moray"",""John Moray""]"
32067285,tt2391224,3,nm1643154,actor,\N,"[""Sam""]"
32067286,tt2391224,4,nm3250161,actress,\N,"[""Clara""]"
32067287,tt2391224,5,nm0302339,writer,created by,\N
32067288,tt2391224,6,nm1636278,writer,developed by,\N
32067289,tt2391224,7,nm1467650,writer,developed by,\N
32067290,tt2391224,8,nm2439913,actor,\N,"[""Dudley""]"
32067291,tt2391224,9,nm0144187,actress,\N,"[""Katherine Glendenning"",""Katherine Weston""]"
32171287,tt2417650,10,nm0361937,cinematographer,director of photography,\N
32171288,tt2417650,1,nm3848020,actress,\N,"[""Bride""]"
32171289,tt2417650,2,nm2652418,actor,\N,"[""Groom"",""Roger Dodger""]"
32171290,tt2417650,3,nm0473141,actress,\N,"[""Annie""]"
32171291,tt2417650,4,nm6393989,actor,\N,"[""Pickles""]"
32171292,tt2417650,5,nm0608936,director,\N,\N
32171293,tt2417650,6,nm1244214,producer,producer,\N
32171294,tt2417650,7,nm1895300,producer,producer,\N
32171295,tt2417650,8,nm0787420,producer,producer,\N
32171296,tt2417650,9,nm1645873,composer,\N,\N
32575338,tt2577192,10,nm7424185,actress,\N,"[""Jacky Bast""]"
32575339,tt2577192,1,nm0532193,actor,\N,"[""Henry Wilcox""]"
32575340,tt2577192,2,nm2017943,actress,\N,"[""Margaret Schlegel""]"
32575341,tt2577192,3,nm3503282,actress,\N,"[""Helen Schlegel""]"
32575342,tt2577192,4,nm3867299,actor,\N,"[""Tibby Schlegel""]"
32575343,tt2577192,5,nm6412251,actor,\N,"[""Charles Wilcox""]"
32575344,tt2577192,6,nm8882585,actress,\N,"[""Annie""]"
32575345,tt2577192,7,nm0001808,actress,\N,"[""Aunt Juley""]"
32575346,tt2577192,8,nm2632843,actress,\N,"[""Evie Wilcox""]"
32575347,tt2577192,9,nm4806449,actor,\N,"[""Leonard Bast""]"
32959073,tt2751074,10,nm0000342,actor,\N,"[""Thatcher Karsten""]"
32959074,tt2751074,1,nm3799669,actress,\N,"[""Sara Hanley""]"
32959075,tt2751074,2,nm0001794,actor,\N,"[""T.J. Karsten""]"
32959076,tt2751074,3,nm0598166,actress,\N,"[""Elaine McAllister""]"
32959077,tt2751074,4,nm1965417,actor,\N,"[""Victor McAllister""]"
32959078,tt2751074,5,nm0951390,writer,developer,\N
32959079,tt2751074,6,nm0450509,writer,creator: Dutch television series,\N
32959080,tt2751074,7,nm0452674,writer,creator: Dutch television series,\N
32959081,tt2751074,8,nm2864505,actress,\N,"[""Valerie McAllister""]"
32959082,tt2751074,9,nm0870204,actor,\N,"[""Jack McAllister""]"
33165939,tt2844798,10,nm2815444,cinematographer,\N,\N
33165940,tt2844798,1,nm5625871,actress,\N,"[""Lili""]"
33165941,tt2844798,2,nm0958192,actor,\N,"[""D谩niel""]"
33165942,tt2844798,3,nm2520336,actress,\N,"[""Elza""]"
33165943,tt2844798,4,nm0862286,actor,\N,"[""Old man""]"
33165944,tt2844798,5,nm0610960,director,\N,\N
33165945,tt2844798,6,nm0678467,writer,screenplay,\N
33165946,tt2844798,7,nm5032902,writer,\N,\N
33165947,tt2844798,8,nm0970537,writer,screenplay,\N
33165948,tt2844798,9,nm3623464,composer,\N,\N
34241265,tt3326366,10,nm1350630,editor,\N,\N
34241266,tt3326366,1,nm6240599,self,\N,"[""Self - Bulger Extortion Victim""]"
34241267,tt3326366,2,nm2860243,self,\N,"[""Self - Defendant""]"
34241268,tt3326366,3,nm6240601,self,\N,"[""Self - Son of Victim Michael Donahue""]"
34241269,tt3326366,4,nm2068845,self,\N,"[""Self - WBUR Senior Reporter""]"
34241270,tt3326366,5,nm0075666,director,\N,\N
34241271,tt3326366,6,nm0837576,producer,producer,\N
34241272,tt3326366,7,nm0085858,composer,\N,\N
34241273,tt3326366,8,nm0725053,cinematographer,\N,\N
34241274,tt3326366,9,nm0767044,cinematographer,\N,\N
34437302,tt3404140,10,nm3016055,cinematographer,\N,\N
34437303,tt3404140,1,nm0814280,actor,\N,"[""Song Woo-seok""]"
34437304,tt3404140,2,nm5768575,actor,\N,"[""Park Byung-ho""]"
34437305,tt3404140,3,nm3483072,actor,\N,"[""Cha Dong-yeong""]"
34437306,tt3404140,4,nm4535641,actor,\N,"[""Lee Hong-ki""]"
34437307,tt3404140,5,nm6153366,director,\N,\N
34437308,tt3404140,6,nm4655557,writer,\N,\N
34437309,tt3404140,7,nm0158825,producer,producer,\N
34437310,tt3404140,8,nm7452276,producer,producer,\N
34437311,tt3404140,9,nm0423280,composer,\N,\N
34511570,tt3435532,10,nm2992448,actor,\N,"[""Vince Novik""]"
34511571,tt3435532,1,nm0855039,actor,\N,"[""Detective Emmett Carver""]"
34511572,tt3435532,2,nm0348152,actress,\N,"[""Detective Ellie Miller""]"
34511573,tt3435532,3,nm3292425,actress,\N,"[""Beth Solano""]"
34511574,tt3435532,4,nm0710271,actor,\N,"[""Rev. Paul Coates""]"
34511575,tt3435532,5,nm1163823,writer,based on the original series 'Broadchurch' created by,\N
34511576,tt3435532,6,nm0357979,actor,\N,"[""Joe Miller""]"
34511577,tt3435532,7,nm0954225,actor,\N,"[""Owen Burke""]"
34511578,tt3435532,8,nm3551000,actress,\N,"[""Chloe Solano""]"
34511579,tt3435532,9,nm0005322,actress,\N,"[""Gemma Fisher""]"
35331195,tt3780500,10,nm3723390,composer,\N,\N
35331196,tt3780500,1,nm0079273,actor,\N,"[""Lieutenant Osborne""]"
35331197,tt3780500,2,nm3510471,actor,\N,"[""Captain Stanhope""]"
35331198,tt3780500,3,nm0334318,actor,\N,"[""2nd Lt. Trotter""]"
35331199,tt3780500,4,nm0836432,actor,\N,"[""2nd Lt. Hibbert""]"
35331200,tt3780500,5,nm1314116,director,\N,\N
35331201,tt3780500,6,nm0713911,writer,screenplay,\N
35331202,tt3780500,7,nm0792670,writer,novel,\N
35331203,tt3780500,8,nm9364546,writer,novel,\N
35331204,tt3780500,9,nm1197044,producer,producer,\N
35908288,tt4048668,10,nm1685831,producer,producer,\N
35908289,tt4048668,1,nm0973177,actor,\N,"[""Huck Finn""]"
35908290,tt4048668,2,nm1519639,actor,\N,"[""Tom Sawyer""]"
35908291,tt4048668,3,nm1131557,actor,\N,"[""Joe Harper""]"
35908292,tt4048668,4,nm2868110,actor,\N,"[""Ben Rogers""]"
35908293,tt4048668,5,nm1887480,director,\N,\N
35908294,tt4048668,6,nm0878494,writer,"novels ""The Adventures of Huckleberry Finn"" and ""The Adventures of Tom Sawyer""",\N
35908295,tt4048668,7,nm1740971,producer,producer,\N
35908296,tt4048668,8,nm4567019,producer,producer,\N
35908297,tt4048668,9,nm0742819,producer,producer,\N
37270116,tt4647900,10,nm1126845,editor,\N,\N
37270117,tt4647900,1,nm3118048,self,\N,"[""Self""]"
37270118,tt4647900,2,nm11845975,self,\N,"[""Self""]"
37270119,tt4647900,3,nm11845976,self,\N,"[""Self""]"
37270120,tt4647900,4,nm11845977,self,\N,"[""Self""]"
37270121,tt4647900,5,nm2564978,director,\N,\N
37270122,tt4647900,6,nm2543162,director,\N,\N
37270123,tt4647900,7,nm2543134,producer,producer,\N
37270124,tt4647900,8,nm4725072,composer,\N,\N
37270125,tt4647900,9,nm1963205,cinematographer,\N,\N
38439494,tt5179598,10,nm0927561,producer,producer,\N
38439495,tt5179598,1,nm5052065,actor,\N,"[""Joe Hunt""]"
38439496,tt5179598,2,nm0000228,actor,\N,"[""Ron Levin""]"
38439497,tt5179598,3,nm5473782,actor,\N,"[""Dean Karny""]"
38439498,tt5179598,4,nm0731075,actress,\N,"[""Sydney Evans""]"
38439499,tt5179598,5,nm0185063,director,\N,\N
38439500,tt5179598,6,nm0561359,writer,written by,\N
38439501,tt5179598,7,nm11724550,producer,executive producer,\N
38439502,tt5179598,8,nm0255891,producer,producer,\N
38439503,tt5179598,9,nm4043287,producer,producer,\N
38455067,tt5186714,10,nm0755868,editor,film editor,\N
38455068,tt5186714,1,nm1267552,actress,\N,"[""Rana Etesami""]"
38455069,tt5186714,2,nm1486911,actor,\N,"[""Emad Etesami""]"
38455070,tt5186714,3,nm0439307,actor,\N,"[""Babak""]"
38455071,tt5186714,4,nm3618794,actress,\N,"[""Sanam""]"
38455072,tt5186714,5,nm1410815,director,\N,\N
38455073,tt5186714,6,nm1905834,producer,producer,\N
38455074,tt5186714,7,nm3156436,composer,\N,\N
38455075,tt5186714,8,nm13244427,composer,\N,\N
38455076,tt5186714,9,nm0229067,cinematographer,director of photography,\N
38895554,tt5368542,10,nm0158626,actor,\N,"[""Andrew Kim""]"
38895555,tt5368542,1,nm1270781,actor,\N,"[""Father Tomas Ortega""]"
38895556,tt5368542,2,nm0199842,actor,\N,"[""Father Marcus Keane""]"
38895557,tt5368542,3,nm5339326,actor,\N,"[""Father Bennett""]"
38895558,tt5368542,4,nm2453033,actress,\N,"[""Casey Rance""]"
38895559,tt5368542,5,nm2916300,writer,created by,\N
38895560,tt5368542,6,nm3526370,actress,\N,"[""Kat Rance""]"
38895561,tt5368542,7,nm4050835,actress,\N,"[""Rose Cooper""]"
38895562,tt5368542,8,nm6552202,actress,\N,"[""Verity""]"
38895563,tt5368542,9,nm0001688,actor,\N,"[""Henry Rance""]"
39236149,tt5542802,10,nm1024685,producer,producer,\N
39236150,tt5542802,1,nm2138653,actress,\N,"[""Dancer""]"
39236151,tt5542802,2,nm5305841,actress,\N,"[""Saira"",""Saiba""]"
39236152,tt5542802,3,nm3822770,actor,\N,"[""Muwaqqit""]"
39236153,tt5542802,4,nm3818286,actor,\N,"[""Shiv"",""Jillan""]"
39236154,tt5542802,5,nm1803649,director,\N,\N
39236155,tt5542802,6,nm6052646,writer,writers,\N
39236156,tt5542802,7,nm3789785,writer,\N,\N
39236157,tt5542802,8,nm5969139,writer,\N,\N
39236158,tt5542802,9,nm1223294,producer,producer,\N
39636759,tt5700176,10,nm1136263,cinematographer,\N,\N
39636760,tt5700176,1,nm2235721,actress,\N,"[""Alice Bell""]"
39636761,tt5700176,2,nm0751257,actor,\N,"[""Pete""]"
39636762,tt5700176,3,nm10615860,actor,\N,"[""Declan""]"
39636763,tt5700176,4,nm0000293,actor,\N,"[""Richard Bell""]"
39636764,tt5700176,5,nm1163237,director,\N,\N
39636765,tt5700176,6,nm1474875,writer,story development,\N
39636766,tt5700176,7,nm0871857,writer,based in part on the novel by,\N
39636767,tt5700176,8,nm1272660,producer,producer,\N
39636768,tt5700176,9,nm1879532,composer,\N,\N
40477131,tt6045466,10,nm1095780,editor,\N,\N
40477132,tt6045466,1,nm0001057,actress,\N,"[""Anne Fredericks""]"
40477133,tt6045466,2,nm0000172,actor,\N,"[""Bob Fredericks""]"
40477134,tt6045466,3,nm0658041,actress,\N,"[""Maria""]"
40477135,tt6045466,4,nm0806968,actor,\N,"[""David Morgan""]"
40477136,tt6045466,5,nm1923551,director,\N,\N
40477137,tt6045466,6,nm0730422,writer,written for the screen by,\N
40477138,tt6045466,7,nm1045062,producer,producer,\N
40477139,tt6045466,8,nm1115854,composer,\N,\N
40477140,tt6045466,9,nm0089033,cinematographer,\N,\N
40627763,tt6107548,10,nm0164276,cinematographer,\N,\N
40627764,tt6107548,1,nm0000668,actress,\N,"[""Katherine Newbury""]"
40627765,tt6107548,2,nm1411676,actress,\N,"[""Molly Patel""]"
40627766,tt6107548,3,nm0001475,actor,\N,"[""Walter Lovell""]"
40627767,tt6107548,4,nm0199215,actor,\N,"[""Charlie Fain""]"
40627768,tt6107548,5,nm0304091,director,\N,\N
40627769,tt6107548,6,nm2249752,producer,producer,\N
40627770,tt6107548,7,nm1878845,producer,producer,\N
40627771,tt6107548,8,nm0458782,producer,producer,\N
40627772,tt6107548,9,nm0053427,composer,\N,\N
41291374,tt6390668,10,nm2095560,producer,producer,\N
41291375,tt6390668,1,nm3126686,actress,\N,"[""Guida"",""Gisele""]"
41291376,tt6390668,2,nm6706672,actress,\N,"[""Eur铆dice""]"
41291377,tt6390668,3,nm1411240,actress,\N,"[""Ana""]"
41291378,tt6390668,4,nm0284649,actor,\N,"[""Manoel""]"
41291379,tt6390668,5,nm0014694,director,\N,\N
41291380,tt6390668,6,nm2675515,writer,screenplay,\N
41291381,tt6390668,7,nm1972905,writer,co-screenplay,\N
41291382,tt6390668,8,nm10152548,writer,"based on the book by: ""A Vida Invis铆vel de Eur铆dice Gusm茫o""",\N
41291383,tt6390668,9,nm2441005,producer,co-producer,\N
41453250,tt6463320,10,nm8590422,production_designer,\N,\N
41453251,tt6463320,1,nm4728959,actress,\N,"[""Lume""]"
41453252,tt6463320,2,nm2703014,actor,\N,"[""Ilir""]"
41453253,tt6463320,3,nm10963413,actress,\N,"[""Remzije""]"
41453254,tt6463320,4,nm7863249,actor,\N,"[""Dr. Murati""]"
41453255,tt6463320,5,nm4138958,director,\N,\N
41453256,tt6463320,6,nm4112021,writer,\N,\N
41453257,tt6463320,7,nm4741725,composer,\N,\N
41453258,tt6463320,8,nm3427262,cinematographer,\N,\N
41453259,tt6463320,9,nm3967596,editor,\N,\N
41654704,tt6543652,10,nm2617994,cinematographer,\N,\N
41654705,tt6543652,1,nm2251846,actress,\N,"[""Zula""]"
